ID,SKU,Type,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Regular Price,Sale Price
,AFPTZ256_02a8b2,variation,Kargo Model Jean Pantolon,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2025,,,,,,0,Beden,28,,,,,,,,,79.99,
,AFPTZ256_05d303,variation,Kargo Model Jean Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2025,,,,,,0,Beden,30,,,,,,,,,79.99,
,AFPTZ256_091024,variation,Kargo Model Jean Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2025,,,,,,0,Beden,32,,,,,,,,,79.99,
,AFPTZ256_eda4a0,variation,Kargo Model Jean Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2025,,,,,,0,Beden,25,,,,,,,,,79.99,
,AFPTZ256_f37351,variation,Kargo Model Jean Pantolon,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2025,,,,,,0,Beden,26,,,,,,,,,79.99,
,BEKRVX29_04f3b0,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,L,,,,RENK,LİLA,,,,49.99,
,BEKRVX29_1109e1,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,L,,,,RENK,SİYAH,,,,49.99,
,BEKRVX29_15e1d2,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,L,,,,RENK,TAŞ RENGİ,,,,49.99,
,BEKRVX29_1a7af3,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,M,,,,RENK,LİLA,,,,49.99,
,BEKRVX29_1f3ef4,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,M,,,,RENK,SİYAH,,,,49.99,
,BEKRVX29_245db5,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,M,,,,RENK,TAŞ RENGİ,,,,49.99,
,BEKRVX29_28ddf6,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,S,,,,RENK,LİLA,,,,49.99,
,BEKRVX29_2d6667,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,S,,,,RENK,SİYAH,,,,49.99,
,BEKRVX29_31e4d8,variation,Lila Eşofman Alt,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2030,,,,,,0,Beden,S,,,,RENK,TAŞ RENGİ,,,,49.99,
,BFHJLTV8_9564c0,variation,Kırmızı Astarlı Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2081,,,,,,0,Beden,L,,,,,,,,,129.99,
,BFHJLTV8_a650a1,variation,Kırmızı Astarlı Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2081,,,,,,0,Beden,M,,,,,,,,,129.99,
,BFHJLTV8_a91f52,variation,Kırmızı Astarlı Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2081,,,,,,0,Beden,S,,,,,,,,,129.99,
,CDFKT268,variable,Triko Pantolon,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/263/moda-celikler-53.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/263/moda-celikler-51.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/263/moda-celikler-50.gif",,,,,,,,,0,RENK,"BEYAZ, YEŞİL",1,,,,,,,,,
,CDFKT268_c1cb80,variation,Triko Pantolon,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,CDFKT268,,,,,,0,RENK,BEYAZ,,,,,,,,,74.99,
,CDFKT268_c65121,variation,Triko Pantolon,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,CDFKT268,,,,,,0,RENK,YEŞİL,,,,,,,,,74.99,
,DEJKPS28_9845e0,variation,İşlemeli  Krem Tül Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2027,,,,,,0,Beden,L,,,,,,,,,69.99,
,DEJKPS28_9da6e1,variation,İşlemeli  Krem Tül Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2027,,,,,,0,Beden,M,,,,,,,,,69.99,
,DEJKPS28_a11762,variation,İşlemeli  Krem Tül Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2027,,,,,,0,Beden,S,,,,,,,,,69.99,
,DEJKPS28_a56043,variation,İşlemeli  Krem Tül Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2027,,,,,,0,Beden,XL,,,,,,,,,69.99,
,DLTVY279_904760,variation,Beyaz Kemerli Lila Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1898,,,,,,0,Beden,34,,,,,,,,,79.99,
,DLTVY279_96d011,variation,Beyaz Kemerli Lila Pantolon,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1898,,,,,,0,Beden,36,,,,,,,,,79.99,
,DLTVY279_99b7b2,variation,Beyaz Kemerli Lila Pantolon,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1898,,,,,,0,Beden,38,,,,,,,,,79.99,
,DLTVY279_9c89c3,variation,Beyaz Kemerli Lila Pantolon,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1898,,,,,,0,Beden,40,,,,,,,,,79.99,
,HLTWZ389_98ae90,variation,Oversize Nike Baskılı Basic,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2094,,,,,,0,Beden,L,,,,,,,,,44.99,
,HLTWZ389_a8a951,variation,Oversize Nike Baskılı Basic,1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2094,,,,,,0,Beden,M,,,,,,,,,44.99,
,HLTWZ389_ad9aa2,variation,Oversize Nike Baskılı Basic,1,0,visible,,,,,taxable,,1,10,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2094,,,,,,0,Beden,S,,,,,,,,,44.99,
,JKSTU359_3d66a0,variation,Kolları Volalı Mini Elbise,1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2086,,,,,,0,Beden,L,,,,,,,,,129.99,
,JKSTU359_45a791,variation,Kolları Volalı Mini Elbise,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2086,,,,,,0,Beden,M,,,,,,,,,129.99,
,JKSTU359_48d0f2,variation,Kolları Volalı Mini Elbise,1,0,visible,,,,,taxable,,1,8,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2086,,,,,,0,Beden,S,,,,,,,,,129.99,
,MD1071_e149a0,variation,BIZARRE SWEAT,0,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1816,,,,,,0,Beden,L,,,,,,,,,79.99,
,MD1071_ec55d1,variation,BIZARRE SWEAT,0,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1816,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD1071_ef0c12,variation,BIZARRE SWEAT,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1816,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD1600,variable,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/036/moda-celikler-siyah-ceket.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/036/ppch0719.gif",,,,,,,,,0,RENK,"BORDO, KREM, SİYAH, TABA",1,,,Beden,"L, M, S",1,,,,
,MD1600_0642c1,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,BORDO,,,,Beden,M,,,,139.9,
,MD1600_09d542,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,BORDO,,,,Beden,S,,,,139.9,
,MD1600_0d1b33,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,KREM,,,,Beden,L,,,,139.9,
,MD1600_111ad4,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,KREM,,,,Beden,M,,,,139.9,
,MD1600_14a945,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,KREM,,,,Beden,S,,,,139.9,
,MD1600_189736,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,SİYAH,,,,Beden,L,,,,139.9,
,MD1600_1c7e97,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,SİYAH,,,,Beden,M,,,,139.9,
,MD1600_208778,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,SİYAH,,,,Beden,S,,,,139.9,
,MD1600_23f0f9,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,TABA,,,,Beden,L,,,,139.9,
,MD1600_2752810,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,TABA,,,,Beden,M,,,,139.9,
,MD1600_2aee211,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,TABA,,,,Beden,S,,,,139.9,
,MD1600_f19e70,variation,Süet Püsküllü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1600,,,,,,0,RENK,BORDO,,,,Beden,L,,,,139.9,
,MD1601,simple,Tül Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/049/cfbw3325.gif,,,,,,,,,0,,,,,,,,,,,74.99,
,MD1602,simple,Taşlı Sweat,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jumpers, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/056/dani8742.gif,,,,,,,,,0,,,,,,,,,,,69.99,
,MD1603,simple,Transparan Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/058/dnaw5699.gif,,,,,,,,,0,,,,,,,,,,,74.99,
,MD1604,simple,Rugan Yağmurluk,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/062/edyd3477.gif,,,,,,,,,0,,,,,,,,,,,149.99,
,MD1605,simple,Desenli Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/066/fily8774.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/066/ibnn0262.gif",,,,,,,,,0,,,,,,,,,,,99.99,
,MD1606,simple,Yeşil Ekoseli Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/067/fjwd7207.gif,,,,,,,,,0,,,,,,,,,,,79.99,
,MD1607,simple,Jeans,0,0,visible,,"<Ul>
<Li> Tam Kalıp Fit Jean </ li>
<Li> Model Boyu: 170 </ li>
<Li> Model Kilo: 55 kg </ li>
</ Ul>",,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/071/fpxn7049.gif,,,,,,,,,0,,,,,,,,,,,33.01083802807739,20.0
,MD1608,variable,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/920/moda-celikler-taba-kase-kaban.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/920/moda-celikler-kaban.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/920/moda-celikler-kaban-gif1.gif",,,,,,,,,0,Beden,"L, M, S",1,,,RENK,"KAHVERENGİ, SİYAH",1,,,,
,MD1608_676540,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,L,,,,RENK,KAHVERENGİ,,,,199.99,
,MD1608_6f8661,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,L,,,,RENK,SİYAH,,,,199.99,
,MD1608_7340e2,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,M,,,,RENK,KAHVERENGİ,,,,199.99,
,MD1608_76ca23,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,M,,,,RENK,SİYAH,,,,199.99,
,MD1608_7a8db4,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,S,,,,RENK,KAHVERENGİ,,,,199.99,
,MD1608_7e09a5,variation,Kahve Kaşe Kaban,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,,,,MD1608,,,,,,0,Beden,S,,,,RENK,SİYAH,,,,199.99,
,MD1609,variable,Çizgili Oduncu Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/847/30087537-a41b-440f-9138-8c3e7eaeeb58.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1609_0708d0,variation,Çizgili Oduncu Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1609,,,,,,0,Beden,L,,,,,,,,,79.99,
,MD1609_0c5b41,variation,Çizgili Oduncu Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1609,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD1609_0f6a22,variation,Çizgili Oduncu Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1609,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD1610,simple,Ceket Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/095/gxxi3519.gif,,,,,,,,,0,,,,,,,,,,,129.99,
,MD1611,variable,Klasik Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/843/hkbo6878.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1611_1b55b0,variation,Klasik Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1611,,,,,,0,Beden,L,,,,,,,,,129.99,
,MD1611_2094f1,variation,Klasik Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1611,,,,,,0,Beden,M,,,,,,,,,129.99,
,MD1611_23d842,variation,Klasik Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1611,,,,,,0,Beden,S,,,,,,,,,129.99,
,MD1612,simple,Trençkot,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Coats",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/106/hysy1271.gif,,,,,,,,,0,,,,,,,,,,,159.99,
,MD1613,simple,Tulum,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/110/waip2797.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/110/iceg3314.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/110/mjvq5372.gif",,,,,,,,,0,,,,,,,,,,,94.99,
,MD1614,simple,Püsküllü Kot Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/114/img-0621.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/114/img-0620.gif",,,,,,,,,0,,,,,,,,,,,139.99,
,MD1615,simple,Kazak,0,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/119/img-e2022.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/119/img-e2023.gif",,,,,,,,,0,,,,,,,,,,,69.99,
,MD1616,variable,Taba Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/851/img-e2053.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1616_0bac30,variation,Taba Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1616,,,,,,0,Beden,L,,,,,,,,,129.99,
,MD1616_0fc121,variation,Taba Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1616,,,,,,0,Beden,M,,,,,,,,,129.99,
,MD1616_15f9a2,variation,Taba Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1616,,,,,,0,Beden,S,,,,,,,,,129.99,
,MD1617,simple,Pembe Yumoş Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/855/img-e2085.gif,,,,,,,,,0,,,,,,,,,,,69.99,
,MD1618,simple,Taş Rengi Yumoş Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/900/moda-celikler-tasrenk-yumos.gif,,,,,,,,,0,,,,,,,,,,,69.99,
,MD1619,simple,Çapraz Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/133/img-e2254.gif,,,,,,,,,0,,,,,,,,,,,69.99,
,MD1620,variable,Siyah Kazayağı Desenli Deri Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/856/psoq2840.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1620_984340,variation,Siyah Kazayağı Desenli Deri Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1620,,,,,,0,Beden,L,,,,,,,,,129.99,
,MD1620_9d2321,variation,Siyah Kazayağı Desenli Deri Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1620,,,,,,0,Beden,M,,,,,,,,,129.99,
,MD1620_a04a42,variation,Siyah Kazayağı Desenli Deri Gömlek,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1620,,,,,,0,Beden,S,,,,,,,,,129.99,
,MD1621,simple,Advanced Arm Jacket,0,0,visible,,"<Ul>
<Li> Handles Detailed Sweater Jacket </ li>
</ Ul>",,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/141/jees2716.gif,,,,,,,,,0,,,,,,,,,,,40.81603976112102,20.0
,MD1622,simple,Bomber Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/145/jfhs1280.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/145/knac3451.gif",,,,,,,,,0,,,,,,,,,,,159.99,
,MD1623,variable,Havuç Model Kemerli Pantolon,0,0,visible,,,,,taxable,,1,15,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/149/lxjl3552.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/149/jmsh5132.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1623_eb2e20,variation,Havuç Model Kemerli Pantolon,0,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1623,,,,,,0,Beden,L,,,,,,,,,99.99,
