ID,SKU,Type,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Regular Price,Sale Price
,MD1670_0e1b32,variation,Deri Tayt,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1670,,,,,,0,Beden,S,,,,,,,,,69.99,
,MD1671,simple,Taş Detaylı Jean Pantolon,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/353/moda-celikler-kot-jean.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/353/moda-celikler-detayli-jean.gif",,,,,,,,,0,,,,,,,,,,,99.99,
,MD1673,variable,Krem Püsküllü Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/863/moda-celikler-krem-puskullu-hirka.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/863/moda-celikler-krem-puskullu-hirka-1.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1673_402c00,variation,Krem Püsküllü Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,,,,MD1673,,,,,,0,Beden,L,,,,,,,,,99.99,
,MD1673_455a41,variation,Krem Püsküllü Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,,,,MD1673,,,,,,0,Beden,M,,,,,,,,,99.99,
,MD1673_488d42,variation,Krem Püsküllü Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,,,,MD1673,,,,,,0,Beden,S,,,,,,,,,99.99,
,MD1674,variable,Gümüş Düğmeli Kazayağı Desenli Ceket,0,0,visible,,,,,taxable,,1,4,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/036/moda-celikler-gumus-dugmeli-kazayagi-ceket.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/036/moda-celikler-gumus-dugmeli-ceket.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1674_d3abf0,variation,Gümüş Düğmeli Kazayağı Desenli Ceket,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1674,,,,,,0,Beden,L,,,,,,,,,129.0,
,MD1674_dd8781,variation,Gümüş Düğmeli Kazayağı Desenli Ceket,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1674,,,,,,0,Beden,M,,,,,,,,,129.0,
,MD1674_e17b62,variation,Gümüş Düğmeli Kazayağı Desenli Ceket,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD1674,,,,,,0,Beden,S,,,,,,,,,129.0,
,MD1676,variable,Tül Kol Siyah Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/374/moda-celikler-puantiyeli-elbise.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/374/moda-celikler-puant-yel-elbsie.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/374/moda-celikler-pantiyel-utl-elbise.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1676_04fdc1,variation,Tül Kol Siyah Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1676,,,,,,0,Beden,M,,,,,,,,,89.99,
,MD1676_079902,variation,Tül Kol Siyah Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1676,,,,,,0,Beden,S,,,,,,,,,89.99,
,MD1676_f30540,variation,Tül Kol Siyah Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1676,,,,,,0,Beden,L,,,,,,,,,89.99,
,MD1677,variable,Transparan Kol Deri Elbise,0,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/378/moda-celikler-deri-tulkol-elbise.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/378/moda-celikler-deri-siyah-elbise.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/378/moda-celikler-siyah-deri-elbise.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/378/moda-celikler-siyah-deri-elbisee.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1677_098610,variation,Transparan Kol Deri Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1677,,,,,,0,Beden,L,,,,,,,,,109.99,
,MD1677_0e4081,variation,Transparan Kol Deri Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1677,,,,,,0,Beden,M,,,,,,,,,109.99,
,MD1677_10ff12,variation,Transparan Kol Deri Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1677,,,,,,0,Beden,S,,,,,,,,,109.99,
,MD1678,variable,Gri Uzun Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/382/moda-celikler-uzun-elbise.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/382/moda-celikler-elbsie-uzun.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/382/moda-celikler-gri-uzun-elbie.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/382/moda-celikler-gri-uzun-elbise.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1678_2ad3c0,variation,Gri Uzun Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1678,,,,,,0,Beden,L,,,,,,,,,129.99,
,MD1678_30c481,variation,Gri Uzun Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1678,,,,,,0,Beden,M,,,,,,,,,129.99,
,MD1678_33eb12,variation,Gri Uzun Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1678,,,,,,0,Beden,S,,,,,,,,,129.99,
,MD1679,variable,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/386/moda-celikler-puantiyeli-lebise.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/386/moda-celikler-puant-yeli-elbise.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/386/moda-celikler-puantiyeli-elbise1.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/386/moda-celikler-elbise-puantiyeli.gif",,,,,,,,,0,Beden,"L, M, S",1,,,RENK,"SİYAH, YEŞİL",1,,,,
,MD1679_6044f0,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,L,,,,RENK,SİYAH,,,,104.99,
,MD1679_675f21,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,L,,,,RENK,YEŞİL,,,,104.99,
,MD1679_6afb32,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,M,,,,RENK,SİYAH,,,,104.99,
,MD1679_6e6e73,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,M,,,,RENK,YEŞİL,,,,104.99,
,MD1679_71da74,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,S,,,,RENK,SİYAH,,,,104.99,
,MD1679_756ba5,variation,Siyah Puantiyeli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1679,,,,,,0,Beden,S,,,,RENK,YEŞİL,,,,104.99,
,MD1680,variable,Saten Leopar Desenli Elbise,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/879/moda-celikler-leoparli-saten-elbise.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1680_ca8b00,variation,Saten Leopar Desenli Elbise,0,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1680,,,,,,0,Beden,L,,,,,,,,,99.99,
,MD1680_cff151,variation,Saten Leopar Desenli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1680,,,,,,0,Beden,M,,,,,,,,,99.99,
,MD1680_d2f402,variation,Saten Leopar Desenli Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1680,,,,,,0,Beden,S,,,,,,,,,99.99,
,MD1681,variable,Çiçekli Kadife Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/901/moda-celikler-cicekli-kadife-elbise.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/901/moda-celikler-cicekli-kadife-elbise-gif3.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/901/moda-celikler-cicekli-kadife-elbise-gif1.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1681_818e90,variation,Çiçekli Kadife Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1681,,,,,,0,Beden,L,,,,,,,,,49.99,
,MD1681_874671,variation,Çiçekli Kadife Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1681,,,,,,0,Beden,M,,,,,,,,,49.99,
,MD1681_8a5bf2,variation,Çiçekli Kadife Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1681,,,,,,0,Beden,S,,,,,,,,,49.99,
,MD1682,variable,Omuz Detaylı Boğazlı Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/398/moda-celikler-omuz-detayli-kazak.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/398/moda-celikler-omuz-detayli-kazak-gif1.gif",,,,,,,,,0,RENK,"KIRMIZI, TAŞ RENGİ",1,,,,,,,,,
,MD1682_bf1070,variation,Omuz Detaylı Boğazlı Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1682,,,,,,0,RENK,KIRMIZI,,,,,,,,,79.99,
,MD1682_c950f1,variation,Omuz Detaylı Boğazlı Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1682,,,,,,0,RENK,TAŞ RENGİ,,,,,,,,,79.99,
,MD1683,variable,Kolları Kot Detaylı Krem Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/401/moda-celikler-kolari-kot-kazak.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/401/moda-celikler-kolari-kot-kazak-gif3.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/401/moda-celikler-kolari-kot-kazak-gif5.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/401/moda-celikler-kolari-kot-kazak-gif1.gif",,,,,,,,,0,RENK,KREM,1,,,,,,,,,
,MD1683_bddae0,variation,Kolları Kot Detaylı Krem Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD1683,,,,,,0,RENK,KREM,,,,,,,,,89.99,
,MD1684,simple,Kolları Kot Detaylı Siyah Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/404/moda-celikler-kolari-kot-kazak-gif55.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/404/moda-celikler-kolari-kot-kazak-gif9.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/404/moda-celikler-kolari-kot-kazak-gif7.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/404/moda-celikler-kolari-kot-kazak-gif-8.gif",,,,,,,,,0,,,,,,,,,,,89.99,
,MD1685,variable,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/405/moda-celikler-kolari-kot-kazak-gif-8.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/405/moda-celikler-kolari-kot-kazak-gif55.gif",,,,,,,,,0,Beden,"L, M, S",1,,,RENK,"BORDO, GRİ, LAZCİVERT, SİYAH",1,,,,
,MD1685_160720,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,L,,,,RENK,BORDO,,,,59.99,
,MD1685_1eb381,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,M,,,,RENK,BORDO,,,,59.99,
,MD1685_22efe2,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,S,,,,RENK,BORDO,,,,59.99,
,MD1685_27c7f3,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,L,,,,RENK,GRİ,,,,59.99,
,MD1685_2bc6a4,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,M,,,,RENK,GRİ,,,,59.99,
,MD1685_415545,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,S,,,,RENK,GRİ,,,,59.99,
,MD1685_450196,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,L,,,,RENK,LAZCİVERT,,,,59.99,
,MD1685_4869b7,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,M,,,,RENK,LAZCİVERT,,,,59.99,
,MD1685_4bab28,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,S,,,,RENK,LAZCİVERT,,,,59.99,
,MD1685_4f8a99,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,L,,,,RENK,SİYAH,,,,59.99,
,MD1685_535cd10,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,M,,,,RENK,SİYAH,,,,59.99,
,MD1685_56e2911,variation,Lacivert Deri Tayt,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Leggings",,,,,,MD1685,,,,,,0,Beden,S,,,,RENK,SİYAH,,,,59.99,
,MD1686,variable,Siyah Kot Jean,1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/418/moda-celikler-siyah-kot-jean.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/418/moda-celikler-siyah-kot-jean-gif2.gif",,,,,,,,,0,Beden,"L, M, S, XS",1,,,,,,,,,
,MD1686_298c40,variation,Siyah Kot Jean,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1686,,,,,,0,Beden,L,,,,,,,,,109.99,
,MD1686_2ec9a1,variation,Siyah Kot Jean,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1686,,,,,,0,Beden,M,,,,,,,,,109.99,
,MD1686_31c7e2,variation,Siyah Kot Jean,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1686,,,,,,0,Beden,S,,,,,,,,,109.99,
,MD1686_349213,variation,Siyah Kot Jean,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1686,,,,,,0,Beden,XS,,,,,,,,,109.99,
,MD1687,variable,Kot Jeans,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/423/moda-celikler-kot-jeans.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/423/moda-celikler-kot-jeans-gif1.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/423/moda-celikler-krem-puskullu-hirka.gif",,,,,,,,,0,Beden,"L, M, S, XS",1,,,,,,,,,
,MD1687_36fec0,variation,Kot Jeans,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1687,,,,,,0,Beden,L,,,,,,,,,99.99,
,MD1687_3bd6b1,variation,Kot Jeans,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1687,,,,,,0,Beden,M,,,,,,,,,99.99,
,MD1687_3ea602,variation,Kot Jeans,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1687,,,,,,0,Beden,S,,,,,,,,,99.99,
,MD1687_417eb3,variation,Kot Jeans,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD1687,,,,,,0,Beden,XS,,,,,,,,,99.99,
,MD1688,variable,Siyah  Tül Elbise,0,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/428/moda-celikler-siyah-tul-elbise.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/428/moda-celikler-siyah-tul-ebses.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1688_d48120,variation,Siyah  Tül Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1688,,,,,,0,Beden,L,,,,,,,,,99.99,
,MD1688_eb08a1,variation,Siyah  Tül Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1688,,,,,,0,Beden,M,,,,,,,,,99.99,
,MD1688_ee7d92,variation,Siyah  Tül Elbise,0,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1688,,,,,,0,Beden,S,,,,,,,,,99.99,
,MD1689,simple,Siyah Süet Kürklü Ceket,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/432/moda-celikler-siyah-suet-ceket-gif1.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/432/moda-celikler-siyah-suet-ceket.gif",,,,,,,,,0,,,,,,,,,,,169.99,
,MD1690,variable,Yeşil Desenli Kadife Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/433/moda-celikler-yesil-kadife-elbise.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/433/moda-celikler-yesil-kadife-elbise-gif0.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1690_7b2b50,variation,Yeşil Desenli Kadife Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1690,,,,,,0,Beden,L,,,,,,,,,99.99,
,MD1690_840fa1,variation,Yeşil Desenli Kadife Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1690,,,,,,0,Beden,M,,,,,,,,,99.99,
,MD1690_86c532,variation,Yeşil Desenli Kadife Elbise,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD1690,,,,,,0,Beden,S,,,,,,,,,99.99,
,MD1692,simple,Zebra Desenli Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st1.myideasoft.com/idea/ek/76/myassets/products/441/moda-celikler-zebra-desenli-kazak.gif,,,,,,,,,0,,,,,,,,,,,84.99,
,MD1693,simple,Kırmızı Omuz Detaylı Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/442/moda-celikler-kirmizi-omuzdetayli-kazak.gif,,,,,,,,,0,,,,,,,,,,,79.99,
,MD1694,simple,Kahverengi Boğazlı Kazak,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/443/moda-celikler-kahve-kazak.gif,,,,,,,,,0,,,,,,,,,,,59.99,
,MD1695,simple,Lila Hırka,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing > Tops > Cardigans, All products > Clothing, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/444/moda-celikler-lila-hirka-gif1.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/444/moda-celikler-lila-hirka.gif",,,,,,,,,0,,,,,,,,,,,54.99,
,MD1696,variable,Krem Sweat,0,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jumpers, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/445/yeni.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/445/moda-celikler-krem-sweat.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/445/moda-celikler-krem-sweat-gif3.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD1696_a72810,variation,Krem Sweat,0,0,visible,,,,,taxable,,1,7,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jumpers, All products > Clothing > Tops",,,,,,MD1696,,,,,,0,Beden,L,,,,,,,,,79.99,
,MD1696_ac3c21,variation,Krem Sweat,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jumpers, All products > Clothing > Tops",,,,,,MD1696,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD1696_af1282,variation,Krem Sweat,0,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jumpers, All products > Clothing > Tops",,,,,,MD1696,,,,,,0,Beden,S,,,,,,,,,79.99,
